hold[T],keydown[E] - keydown[T],keydown[E] - keyup[T],hold[E],keydown[S] - keydown[E],keydown[S] - keyup[E],hold[S],keydown[T] - keydown[S],keydown[T] - keyup[S],hold[T],keydown[I] - keydown[T],keydown[I] - keyup[T],hold[I],keydown[N] - keydown[I],keydown[N] - keyup[I],hold[N],keydown[G] - keydown[N],keydown[G] - keyup[N],hold[G],keydown[ENTER] - keydown[G],keydown[ENTER] - keyup[G],hold[ENTER]
247,136,-111,199,591,392,128,657,529,141,1222,1081,160,90,-70,143,647,504,150,840,690,0
