repetition,hold[T]
227.4286,163.4286,-64,75.35714,192.4286,117.0714,96.64286,68,-28.64286,144.6429,152.2143,7.571429,120.2143,54.28571,-65.92857,111.2857,202.9286,91.64286,-1.347482e+12
